pointId,id,name,countryId,townId,address,longitude,latitude,categoryId,seq,installer_name,status,renewable_type,equipment_type,location_type,capacity_kw
1241949,T_T23_0618_0085-0006,屏東縣車城鄉海口段0085-0006地號,17,310,0085-0006,120.711867,22.123842,REVO_PV,1241949,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241950,T_T23_0618_0085-0008,屏東縣車城鄉海口段0085-0008地號,17,310,0085-0008,120.711476,22.126006,REVO_PV,1241950,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241951,T_T32_0646_0003-0022,屏東縣獅子鄉古道段0003-0022地號,17,319,0003-0022,120.713202,22.127992,REVO_PV,1241951,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241952,T_T32_0646_0003-0023,屏東縣獅子鄉古道段0003-0023地號,17,319,0003-0023,120.714993,22.127025,REVO_PV,1241952,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241953,T_T32_0646_0003-0024,屏東縣獅子鄉古道段0003-0024地號,17,319,0003-0024,120.715298,22.126194,REVO_PV,1241953,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241954,T_T32_0646_0003-0025,屏東縣獅子鄉古道段0003-0025地號,17,319,0003-0025,120.715335,22.125249,REVO_PV,1241954,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241955,T_T32_0646_0003-0026,屏東縣獅子鄉古道段0003-0026地號,17,319,0003-0026,120.715993,22.123738,REVO_PV,1241955,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241956,T_T32_0646_0003-0027,屏東縣獅子鄉古道段0003-0027地號,17,319,0003-0027,120.718300,22.123325,REVO_PV,1241956,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241957,T_T32_0646_0003-0028,屏東縣獅子鄉古道段0003-0028地號,17,319,0003-0028,120.717530,22.123228,REVO_PV,1241957,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241958,T_T32_0646_0003-0029,屏東縣獅子鄉古道段0003-0029地號,17,319,0003-0029,120.716826,22.123227,REVO_PV,1241958,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241959,T_T32_0646_0003-0030,屏東縣獅子鄉古道段0003-0030地號,17,319,0003-0030,120.717466,22.122983,REVO_PV,1241959,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241960,T_T32_0646_0003-0031,屏東縣獅子鄉古道段0003-0031地號,17,319,0003-0031,120.717023,22.127571,REVO_PV,1241960,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241961,T_T32_0646_0003-0032,屏東縣獅子鄉古道段0003-0032地號,17,319,0003-0032,120.716546,22.125474,REVO_PV,1241961,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241962,T_T32_0646_0003-0033,屏東縣獅子鄉古道段0003-0033地號,17,319,0003-0033,120.717416,22.125239,REVO_PV,1241962,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241963,T_T32_0646_0003-0034,屏東縣獅子鄉古道段0003-0034地號,17,319,0003-0034,120.717741,22.123796,REVO_PV,1241963,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241964,T_T32_0646_0003-0035,屏東縣獅子鄉古道段0003-0035地號,17,319,0003-0035,120.716852,22.123515,REVO_PV,1241964,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241965,T_T23_0618_0085-0025,屏東縣車城鄉海口段0085-0025地號,17,310,0085-0025,120.711705,22.128084,REVO_PV,1241965,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241966,T_T23_0618_0085-0026,屏東縣車城鄉海口段0085-0026地號,17,310,0085-0026,120.712094,22.127736,REVO_PV,1241966,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241967,T_T23_0618_0085-0027,屏東縣車城鄉海口段0085-0027地號,17,310,0085-0027,120.713377,22.126890,REVO_PV,1241967,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241968,T_T23_0618_0085-0028,屏東縣車城鄉海口段0085-0028地號,17,310,0085-0028,120.713060,22.124600,REVO_PV,1241968,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241969,T_T23_0618_0085-0029,屏東縣車城鄉海口段0085-0029地號,17,310,0085-0029,120.712246,22.124334,REVO_PV,1241969,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241970,T_T23_0618_0085-0030,屏東縣車城鄉海口段0085-0030地號,17,310,0085-0030,120.711923,22.123451,REVO_PV,1241970,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241971,T_T23_0618_0085-0031,屏東縣車城鄉海口段0085-0031地號,17,310,0085-0031,120.713559,22.123517,REVO_PV,1241971,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241972,T_T23_0618_0085-0032,屏東縣車城鄉海口段0085-0032地號,17,310,0085-0032,120.713739,22.124313,REVO_PV,1241972,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241973,T_T23_0618_0085-0033,屏東縣車城鄉海口段0085-0033地號,17,310,0085-0033,120.713531,22.124180,REVO_PV,1241973,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241974,T_T23_0618_0085-0034,屏東縣車城鄉海口段0085-0034地號,17,310,0085-0034,120.711836,22.123935,REVO_PV,1241974,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241975,T_T23_0618_0085-0035,屏東縣車城鄉海口段0085-0035地號,17,310,0085-0035,120.710803,22.125200,REVO_PV,1241975,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241976,T_T23_0618_0085-0036,屏東縣車城鄉海口段0085-0036地號,17,310,0085-0036,120.711029,22.124600,REVO_PV,1241976,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241977,T_T23_0618_0085-0037,屏東縣車城鄉海口段0085-0037地號,17,310,0085-0037,120.711618,22.124064,REVO_PV,1241977,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241978,T_T23_0618_0085-0038,屏東縣車城鄉海口段0085-0038地號,17,310,0085-0038,120.712606,22.124557,REVO_PV,1241978,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241979,T_T23_0618_0085-0039,屏東縣車城鄉海口段0085-0039地號,17,310,0085-0039,120.711628,22.124172,REVO_PV,1241979,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241980,T_T23_0618_0085-0040,屏東縣車城鄉海口段0085-0040地號,17,310,0085-0040,120.712234,22.124318,REVO_PV,1241980,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241981,T_T23_0618_0085-0041,屏東縣車城鄉海口段0085-0041地號,17,310,0085-0041,120.711541,22.123778,REVO_PV,1241981,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241982,T_T23_0618_0085-0042,屏東縣車城鄉海口段0085-0042地號,17,310,0085-0042,120.711503,22.123854,REVO_PV,1241982,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241983,T_T23_0618_0085-0043,屏東縣車城鄉海口段0085-0043地號,17,310,0085-0043,120.710158,22.125928,REVO_PV,1241983,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
1241984,T_T23_0618_0085-0044,屏東縣車城鄉海口段0085-0044地號,17,310,0085-0044,120.710519,22.127735,REVO_PV,1241984,合豐能源股份有限公司,取得施工許可,太陽光電(PV),第一型,地面型,
832384,T_T21_0535_2087-0000,屏東縣佳冬鄉佳和段2087-0000地號,17,308,2087-0000,120.532717,22.429582,REVO_PV,832384,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832385,T_T21_0535_1211-0000,屏東縣佳冬鄉佳和段1211-0000地號,17,308,1211-0000,120.541006,22.433095,REVO_PV,832385,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832386,T_T21_0535_1212-0000,屏東縣佳冬鄉佳和段1212-0000地號,17,308,1212-0000,120.540828,22.433017,REVO_PV,832386,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832387,T_T21_0535_1213-0000,屏東縣佳冬鄉佳和段1213-0000地號,17,308,1213-0000,120.540650,22.432944,REVO_PV,832387,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832388,T_T21_0535_1263-0000,屏東縣佳冬鄉佳和段1263-0000地號,17,308,1263-0000,120.542098,22.432111,REVO_PV,832388,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832389,T_T21_0535_1333-0000,屏東縣佳冬鄉佳和段1333-0000地號,17,308,1333-0000,120.541199,22.431014,REVO_PV,832389,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832390,T_T21_0535_1328-0000,屏東縣佳冬鄉佳和段1328-0000地號,17,308,1328-0000,120.542231,22.431168,REVO_PV,832390,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832391,T_T21_0535_1390-0000,屏東縣佳冬鄉佳和段1390-0000地號,17,308,1390-0000,120.541124,22.429489,REVO_PV,832391,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832392,T_T21_0535_1391-0000,屏東縣佳冬鄉佳和段1391-0000地號,17,308,1391-0000,120.540939,22.429410,REVO_PV,832392,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832393,T_T21_0535_1370-0000,屏東縣佳冬鄉佳和段1370-0000地號,17,308,1370-0000,120.544623,22.431086,REVO_PV,832393,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832394,T_T21_0535_1371-0000,屏東縣佳冬鄉佳和段1371-0000地號,17,308,1371-0000,120.544470,22.431050,REVO_PV,832394,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832395,T_T21_0535_1358-0000,屏東縣佳冬鄉佳和段1358-0000地號,17,308,1358-0000,120.546795,22.431898,REVO_PV,832395,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832396,T_T21_0535_2367-0000,屏東縣佳冬鄉佳和段2367-0000地號,17,308,2367-0000,120.535405,22.424586,REVO_PV,832396,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832397,T_T21_0535_2368-0000,屏東縣佳冬鄉佳和段2368-0000地號,17,308,2368-0000,120.535182,22.424612,REVO_PV,832397,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832398,T_T21_0535_2358-0000,屏東縣佳冬鄉佳和段2358-0000地號,17,308,2358-0000,120.536988,22.425213,REVO_PV,832398,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832399,T_T21_0535_2091-0000,屏東縣佳冬鄉佳和段2091-0000地號,17,308,2091-0000,120.532150,22.429410,REVO_PV,832399,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832400,T_T21_0535_2090-0000,屏東縣佳冬鄉佳和段2090-0000地號,17,308,2090-0000,120.532283,22.429449,REVO_PV,832400,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832401,T_T21_0535_2089-0000,屏東縣佳冬鄉佳和段2089-0000地號,17,308,2089-0000,120.532429,22.429492,REVO_PV,832401,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832402,T_T21_0535_1936-0000,屏東縣佳冬鄉佳和段1936-0000地號,17,308,1936-0000,120.532531,22.432798,REVO_PV,832402,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832403,T_T21_0535_1935-0000,屏東縣佳冬鄉佳和段1935-0000地號,17,308,1935-0000,120.532612,22.432835,REVO_PV,832403,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832404,T_T21_0535_1934-0000,屏東縣佳冬鄉佳和段1934-0000地號,17,308,1934-0000,120.532698,22.432866,REVO_PV,832404,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832405,T_T21_0535_1965-0000,屏東縣佳冬鄉佳和段1965-0000地號,17,308,1965-0000,120.534791,22.432650,REVO_PV,832405,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832406,T_T21_0535_1964-0000,屏東縣佳冬鄉佳和段1964-0000地號,17,308,1964-0000,120.535038,22.432753,REVO_PV,832406,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832407,T_T21_0535_1961-0000,屏東縣佳冬鄉佳和段1961-0000地號,17,308,1961-0000,120.535675,22.433023,REVO_PV,832407,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832408,T_T21_0535_2042-0000,屏東縣佳冬鄉佳和段2042-0000地號,17,308,2042-0000,120.530568,22.430319,REVO_PV,832408,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832409,T_T21_0535_2041-0000,屏東縣佳冬鄉佳和段2041-0000地號,17,308,2041-0000,120.530733,22.430323,REVO_PV,832409,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832410,T_T21_0535_2025-0000,屏東縣佳冬鄉佳和段2025-0000地號,17,308,2025-0000,120.531141,22.431343,REVO_PV,832410,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832411,T_T21_0535_2036-0000,屏東縣佳冬鄉佳和段2036-0000地號,17,308,2036-0000,120.531444,22.430409,REVO_PV,832411,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832412,T_T21_0535_2035-0000,屏東縣佳冬鄉佳和段2035-0000地號,17,308,2035-0000,120.531605,22.430423,REVO_PV,832412,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832413,T_T21_0535_1981-0000,屏東縣佳冬鄉佳和段1981-0000地號,17,308,1981-0000,120.532056,22.431486,REVO_PV,832413,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832414,T_T21_0535_1980-0000,屏東縣佳冬鄉佳和段1980-0000地號,17,308,1980-0000,120.532195,22.431545,REVO_PV,832414,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832415,T_T21_0535_1979-0000,屏東縣佳冬鄉佳和段1979-0000地號,17,308,1979-0000,120.532343,22.431608,REVO_PV,832415,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832416,T_T21_0535_1978-0000,屏東縣佳冬鄉佳和段1978-0000地號,17,308,1978-0000,120.532513,22.431684,REVO_PV,832416,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832417,T_T21_0535_2155-0000,屏東縣佳冬鄉佳和段2155-0000地號,17,308,2155-0000,120.530587,22.429469,REVO_PV,832417,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832420,T_T21_0535_2015-0000,屏東縣佳冬鄉佳和段2015-0000地號,17,308,2015-0000,120.532852,22.431041,REVO_PV,832420,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832421,T_T21_0535_2003-0000,屏東縣佳冬鄉佳和段2003-0000地號,17,308,2003-0000,120.534767,22.431623,REVO_PV,832421,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832422,T_T21_0535_2004-0000,屏東縣佳冬鄉佳和段2004-0000地號,17,308,2004-0000,120.534579,22.431539,REVO_PV,832422,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832423,T_T21_0535_2074-0000,屏東縣佳冬鄉佳和段2074-0000地號,17,308,2074-0000,120.534717,22.430342,REVO_PV,832423,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832424,T_T21_0535_2072-0000,屏東縣佳冬鄉佳和段2072-0000地號,17,308,2072-0000,120.535001,22.430402,REVO_PV,832424,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832425,T_T21_0535_2070-0000,屏東縣佳冬鄉佳和段2070-0000地號,17,308,2070-0000,120.535360,22.430464,REVO_PV,832425,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832426,T_T21_0535_2143-0000,屏東縣佳冬鄉佳和段2143-0000地號,17,308,2143-0000,120.532559,22.428289,REVO_PV,832426,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832427,T_T21_0535_2142-0000,屏東縣佳冬鄉佳和段2142-0000地號,17,308,2142-0000,120.532644,22.428323,REVO_PV,832427,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832428,T_T21_0535_2138-0000,屏東縣佳冬鄉佳和段2138-0000地號,17,308,2138-0000,120.533252,22.428330,REVO_PV,832428,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832429,T_T21_0535_2227-0000,屏東縣佳冬鄉佳和段2227-0000地號,17,308,2227-0000,120.533411,22.427392,REVO_PV,832429,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832430,T_T21_0535_2280-0000,屏東縣佳冬鄉佳和段2280-0000地號,17,308,2280-0000,120.533254,22.425924,REVO_PV,832430,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832431,T_T21_0535_2272-0000,屏東縣佳冬鄉佳和段2272-0000地號,17,308,2272-0000,120.534684,22.426774,REVO_PV,832431,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832432,T_T21_0535_2271-0000,屏東縣佳冬鄉佳和段2271-0000地號,17,308,2271-0000,120.534838,22.426837,REVO_PV,832432,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832433,T_T21_0535_2210-0000,屏東縣佳冬鄉佳和段2210-0000地號,17,308,2210-0000,120.536083,22.428522,REVO_PV,832433,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832434,T_T21_0535_2208-0000,屏東縣佳冬鄉佳和段2208-0000地號,17,308,2208-0000,120.536428,22.428671,REVO_PV,832434,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832435,T_T21_0535_2257-0000,屏東縣佳冬鄉佳和段2257-0000地號,17,308,2257-0000,120.537139,22.427810,REVO_PV,832435,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832436,T_T21_0535_2259-0000,屏東縣佳冬鄉佳和段2259-0000地號,17,308,2259-0000,120.536781,22.427655,REVO_PV,832436,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832437,T_T21_0535_2258-0000,屏東縣佳冬鄉佳和段2258-0000地號,17,308,2258-0000,120.536951,22.427730,REVO_PV,832437,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832438,T_T21_0535_2255-0000,屏東縣佳冬鄉佳和段2255-0000地號,17,308,2255-0000,120.537622,22.428015,REVO_PV,832438,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832439,T_T21_0535_2199-0000,屏東縣佳冬鄉佳和段2199-0000地號,17,308,2199-0000,120.538040,22.429355,REVO_PV,832439,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832440,T_T21_0535_2198-0000,屏東縣佳冬鄉佳和段2198-0000地號,17,308,2198-0000,120.538201,22.429421,REVO_PV,832440,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832441,T_T21_0535_2244-0000,屏東縣佳冬鄉佳和段2244-0000地號,17,308,2244-0000,120.539781,22.428929,REVO_PV,832441,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832442,T_T21_0535_2243-0000,屏東縣佳冬鄉佳和段2243-0000地號,17,308,2243-0000,120.539925,22.428991,REVO_PV,832442,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832443,T_T21_0536_0373-0000,屏東縣佳冬鄉塭豐段0373-0000地號,17,308,0373-0000,120.527001,22.423966,REVO_PV,832443,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832444,T_T21_0536_0374-0000,屏東縣佳冬鄉塭豐段0374-0000地號,17,308,0374-0000,120.527161,22.423920,REVO_PV,832444,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832445,T_T21_0536_0375-0000,屏東縣佳冬鄉塭豐段0375-0000地號,17,308,0375-0000,120.527276,22.423884,REVO_PV,832445,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832446,T_T21_0536_0333-0000,屏東縣佳冬鄉塭豐段0333-0000地號,17,308,0333-0000,120.528116,22.426884,REVO_PV,832446,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832447,T_T21_0536_0334-0000,屏東縣佳冬鄉塭豐段0334-0000地號,17,308,0334-0000,120.528007,22.426735,REVO_PV,832447,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832448,T_T21_0536_0335-0000,屏東縣佳冬鄉塭豐段0335-0000地號,17,308,0335-0000,120.527908,22.426601,REVO_PV,832448,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832449,T_T21_0536_0336-0000,屏東縣佳冬鄉塭豐段0336-0000地號,17,308,0336-0000,120.527809,22.426465,REVO_PV,832449,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832450,T_T21_0536_0337-0000,屏東縣佳冬鄉塭豐段0337-0000地號,17,308,0337-0000,120.527681,22.426293,REVO_PV,832450,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832451,T_T21_0536_0338-0000,屏東縣佳冬鄉塭豐段0338-0000地號,17,308,0338-0000,120.527539,22.426099,REVO_PV,832451,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832452,T_T21_0536_0339-0000,屏東縣佳冬鄉塭豐段0339-0000地號,17,308,0339-0000,120.527424,22.425940,REVO_PV,832452,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832453,T_T21_0536_0323-0000,屏東縣佳冬鄉塭豐段0323-0000地號,17,308,0323-0000,120.528369,22.425229,REVO_PV,832453,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832454,T_T21_0536_0309-0000,屏東縣佳冬鄉塭豐段0309-0000地號,17,308,0309-0000,120.529130,22.424369,REVO_PV,832454,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832455,T_T21_0536_0310-0000,屏東縣佳冬鄉塭豐段0310-0000地號,17,308,0310-0000,120.528935,22.424321,REVO_PV,832455,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832465,T_T21_0536_0311-0000,屏東縣佳冬鄉塭豐段0311-0000地號,17,308,0311-0000,120.528785,22.424279,REVO_PV,832465,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832466,T_T21_0536_0291-0000,屏東縣佳冬鄉塭豐段0291-0000地號,17,308,0291-0000,120.530219,22.423727,REVO_PV,832466,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832467,T_T21_0536_0292-0000,屏東縣佳冬鄉塭豐段0292-0000地號,17,308,0292-0000,120.530094,22.423582,REVO_PV,832467,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832468,T_T21_0536_0279-0000,屏東縣佳冬鄉塭豐段0279-0000地號,17,308,0279-0000,120.531263,22.425169,REVO_PV,832468,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832469,T_T21_0536_0280-0000,屏東縣佳冬鄉塭豐段0280-0000地號,17,308,0280-0000,120.531179,22.425054,REVO_PV,832469,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832470,T_T21_0536_0283-0000,屏東縣佳冬鄉塭豐段0283-0000地號,17,308,0283-0000,120.530921,22.424705,REVO_PV,832470,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
832471,T_T21_0536_0284-0000,屏東縣佳冬鄉塭豐段0284-0000地號,17,308,0284-0000,120.530837,22.424590,REVO_PV,832471,天璣智慧能源股份有限公司,商轉中,太陽光電(PV),第一型,地面型,28563.40000
